date,feature_id,feature_name,product_area,device_family,service_tier,customer_segment,active_accounts,sessions,qualified_starts,avg_watch_minutes,conversion_rate,day7_retention_rate,search_success_rate,playback_start_ms,rebuffer_rate,crash_rate,satisfaction_proxy,data_quality_score
2026-02-01,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Sports event viewers,8590,11908,5700,31.94,0.2412,0.2379,0.7665,576,0.0153,0.0044,76.1,98.0
2026-02-01,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Kids co-viewing households,7654,17089,8366,33.43,0.2105,0.3244,0.6994,732,0.0175,0.007,73.7,97.2
2026-02-01,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Ad-supported explorers,8851,15039,8857,29.31,0.1732,0.2127,0.785,722,0.0167,0.0064,72.2,95.7
2026-02-01,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Returning binge viewers,10391,24311,13516,38.6,0.2394,0.3327,0.766,883,0.0135,0.0018,75.0,95.6
2026-02-01,F004,Sports Live Hub,Live,Connected TV,Ad Supported,New trial households,13066,29716,21001,26.11,0.1877,0.2289,0.8086,923,0.012,0.0039,71.3,98.1
2026-02-01,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Sports event viewers,21729,31146,15930,29.94,0.2459,0.2204,0.7831,857,0.0084,0.0019,75.0,97.3
2026-02-01,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Kids co-viewing households,10649,13272,6372,24.78,0.2008,0.3288,0.6875,709,0.0087,0.0014,74.0,94.9
2026-02-01,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Ad-supported explorers,10887,25816,17729,30.02,0.135,0.1896,0.7351,1002,0.0142,0.0033,69.4,95.6
2026-02-01,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Returning binge viewers,5799,7596,5045,44.28,0.2581,0.3525,0.6844,649,0.0174,0.0038,77.7,96.9
2026-02-01,F005,Kids Profile Gate,Profiles,Tablet,SVOD,New trial households,4830,8453,3829,25.06,0.1692,0.2273,0.7871,670,0.0147,0.0037,72.2,96.0
2026-02-01,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Sports event viewers,5975,14437,6190,28.68,0.2137,0.2595,0.8016,791,0.0139,0.0039,73.2,95.3
2026-02-01,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Kids co-viewing households,5260,6791,4492,27.15,0.1757,0.2835,0.7688,758,0.0125,0.0047,72.5,96.9
2026-02-01,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Ad-supported explorers,4715,6731,4383,23.36,0.1889,0.1677,0.6955,601,0.0144,0.0025,73.1,95.0
2026-02-01,F006,Offline Downloads,Playback,Mobile,SVOD,Returning binge viewers,9142,16688,7964,36.4,0.2716,0.3714,0.8074,719,0.0139,0.0058,76.8,95.3
2026-02-01,F006,Offline Downloads,Playback,Mobile,SVOD,New trial households,7833,14601,7225,20.88,0.1905,0.2114,0.6969,772,0.0189,0.0058,70.2,94.7
2026-02-01,F006,Offline Downloads,Playback,Mobile,SVOD,Sports event viewers,7872,10533,4743,34.41,0.1974,0.2351,0.7919,566,0.0194,0.006,74.5,94.8
2026-02-01,F006,Offline Downloads,Playback,Mobile,SVOD,Kids co-viewing households,9049,21571,11590,26.35,0.1829,0.3115,0.7988,695,0.0133,0.005,72.9,98.0
2026-02-01,F006,Offline Downloads,Playback,Mobile,SVOD,Ad-supported explorers,8539,15667,10310,23.06,0.1908,0.1812,0.7743,679,0.0196,0.0049,71.3,97.4
2026-02-01,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Returning binge viewers,8553,16940,7314,46.59,0.2661,0.3536,0.7371,808,0.0149,0.0029,77.5,95.6
2026-02-01,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,New trial households,9750,11602,7553,24.94,0.1761,0.2192,0.6955,953,0.01,0.002,70.9,98.1
2026-02-01,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Sports event viewers,10146,17733,10643,37.58,0.2406,0.2218,0.777,827,0.0097,0.0017,76.2,97.6
2026-02-01,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Kids co-viewing households,9936,12593,7919,32.38,0.1773,0.2908,0.7228,874,0.0144,0.003,72.0,97.0
2026-02-01,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Ad-supported explorers,8696,19457,9611,28.07,0.1605,0.1884,0.7422,965,0.0135,0.0015,70.2,90.5
2026-02-01,F008,Search Intent Rewrite,Search,Web,SVOD,Returning binge viewers,4755,11649,5714,40.19,0.2919,0.3274,0.8314,638,0.0126,0.0024,79.1,96.9
2026-02-01,F008,Search Intent Rewrite,Search,Web,SVOD,New trial households,4269,9100,5776,19.69,0.1896,0.1912,0.8413,562,0.0075,0.0039,74.3,96.8
2026-02-01,F008,Search Intent Rewrite,Search,Web,SVOD,Sports event viewers,4847,10273,5794,31.53,0.2378,0.2538,0.7556,625,0.0117,0.0033,76.3,97.6
2026-02-01,F008,Search Intent Rewrite,Search,Web,SVOD,Kids co-viewing households,4657,10444,6698,29.12,0.1851,0.2814,0.8494,659,0.0066,0.0056,75.2,97.6
2026-02-01,F008,Search Intent Rewrite,Search,Web,SVOD,Ad-supported explorers,4382,7999,4183,22.76,0.1659,0.1853,0.8595,705,0.0134,0.002,71.7,98.1
2026-02-01,F009,Household Switcher,Profiles,Connected TV,SVOD,Returning binge viewers,8701,17746,10040,42.08,0.2616,0.3509,0.7137,775,0.0158,0.0033,76.7,97.0
2026-02-01,F009,Household Switcher,Profiles,Connected TV,SVOD,New trial households,8858,14606,7715,24.41,0.1576,0.2299,0.7331,949,0.0142,0.0022,69.4,95.7
2026-02-01,F009,Household Switcher,Profiles,Connected TV,SVOD,Sports event viewers,8408,12044,8268,33.77,0.2032,0.2357,0.7479,722,0.0105,0.0034,75.2,97.0
2026-02-01,F009,Household Switcher,Profiles,Connected TV,SVOD,Kids co-viewing households,7745,13469,6274,26.62,0.1981,0.2968,0.7811,753,0.0121,0.0026,73.1,97.4
2026-02-01,F009,Household Switcher,Profiles,Connected TV,SVOD,Ad-supported explorers,8877,14844,6429,23.35,0.1874,0.1638,0.8053,875,0.0085,0.0021,72.0,96.0
2026-02-01,F010,Watch Party Invite,Social,Mobile,SVOD,Returning binge viewers,4822,6900,4390,35.06,0.2586,0.3535,0.743,637,0.0154,0.0059,76.6,96.1
2026-02-01,F010,Watch Party Invite,Social,Mobile,SVOD,New trial households,4806,7756,5047,24.79,0.2112,0.227,0.8091,579,0.0201,0.0055,72.9,96.3
2026-02-01,F010,Watch Party Invite,Social,Mobile,SVOD,Sports event viewers,4123,8657,5997,38.3,0.2231,0.2231,0.7528,573,0.0219,0.0042,75.3,96.9
2026-02-01,F010,Watch Party Invite,Social,Mobile,SVOD,Kids co-viewing households,4174,5536,3455,25.12,0.1751,0.3026,0.6962,560,0.0176,0.0051,72.7,96.1
2026-02-01,F010,Watch Party Invite,Social,Mobile,SVOD,Ad-supported explorers,4238,7083,4242,23.35,0.1892,0.2104,0.7621,665,0.0207,0.0039,71.2,96.3
2026-02-01,F011,New Episode Reminder,Notifications,Mobile,SVOD,Returning binge viewers,5637,6993,4291,42.55,0.2927,0.324,0.6876,552,0.015,0.0034,79.7,94.6
2026-02-01,F011,New Episode Reminder,Notifications,Mobile,SVOD,New trial households,6573,14379,7419,25.81,0.1788,0.2278,0.7828,678,0.015,0.0062,72.4,96.9
2026-02-01,F011,New Episode Reminder,Notifications,Mobile,SVOD,Sports event viewers,5167,12362,7737,28.44,0.2284,0.2383,0.7242,639,0.0189,0.0058,73.8,97.4
2026-02-01,F011,New Episode Reminder,Notifications,Mobile,SVOD,Kids co-viewing households,5442,12047,7789,28.92,0.2166,0.2858,0.7074,529,0.0161,0.0058,75.1,96.7
2026-02-01,F011,New Episode Reminder,Notifications,Mobile,SVOD,Ad-supported explorers,6875,13819,8396,27.11,0.1548,0.2081,0.681,543,0.0216,0.0044,71.7,98.0
2026-02-01,F012,FAST Channel Guide,Live,Web,Ad Supported,Returning binge viewers,7074,9189,4190,45.6,0.2579,0.3266,0.7942,627,0.0085,0.0038,80.1,97.5
2026-02-01,F012,FAST Channel Guide,Live,Web,Ad Supported,New trial households,7219,16189,10445,24.47,0.2042,0.231,0.6948,532,0.0091,0.0026,75.5,95.6
2026-02-01,F012,FAST Channel Guide,Live,Web,Ad Supported,Sports event viewers,11653,18574,12639,32.86,0.217,0.2536,0.7856,646,0.0066,0.005,76.9,96.6
2026-02-01,F012,FAST Channel Guide,Live,Web,Ad Supported,Kids co-viewing households,6165,8370,5422,32.03,0.2272,0.2926,0.7559,628,0.0128,0.0035,75.8,94.5
2026-02-01,F012,FAST Channel Guide,Live,Web,Ad Supported,Ad-supported explorers,7602,11092,7960,28.75,0.1599,0.1829,0.7787,627,0.0108,0.0055,73.8,95.2
2026-02-02,F001,Continue Watching Rail,Home,Connected TV,SVOD,Returning binge viewers,10750,24780,11865,41.71,0.2539,0.3571,0.8028,778,0.0153,0.0036,76.5,96.7
2026-02-02,F001,Continue Watching Rail,Home,Connected TV,SVOD,New trial households,12097,17543,10453,20.76,0.1558,0.2323,0.7661,913,0.0158,0.004,68.7,96.5
2026-02-02,F001,Continue Watching Rail,Home,Connected TV,SVOD,Sports event viewers,12617,15509,7570,34.9,0.2008,0.2493,0.6849,987,0.0154,0.0016,71.9,97.6
2026-02-02,F001,Continue Watching Rail,Home,Connected TV,SVOD,Kids co-viewing households,11613,19754,13090,27.07,0.1945,0.3337,0.7788,922,0.0133,0.003,71.4,98.1
2026-02-02,F001,Continue Watching Rail,Home,Connected TV,SVOD,Ad-supported explorers,9596,14944,10042,29.13,0.1509,0.1753,0.7263,778,0.0178,0.0033,70.8,97.2
2026-02-02,F002,Personalized Top Picks,Home,Connected TV,SVOD,Returning binge viewers,11453,21763,13256,36.41,0.2748,0.3414,0.7689,807,0.0084,0.0011,77.4,97.4
2026-02-02,F002,Personalized Top Picks,Home,Connected TV,SVOD,New trial households,10999,14910,8620,23.42,0.1975,0.2124,0.7231,813,0.0169,0.0048,70.9,95.9
2026-02-02,F002,Personalized Top Picks,Home,Connected TV,SVOD,Sports event viewers,10996,17739,8075,37.32,0.234,0.2316,0.6923,1002,0.0157,0.0014,73.1,97.2
2026-02-02,F002,Personalized Top Picks,Home,Connected TV,SVOD,Kids co-viewing households,11876,14686,6796,31.18,0.18,0.3244,0.7531,776,0.0161,0.0046,72.3,97.6
2026-02-02,F002,Personalized Top Picks,Home,Connected TV,SVOD,Ad-supported explorers,9782,14724,10031,28.93,0.1541,0.163,0.7928,783,0.0158,0.001,71.2,94.8
2026-02-02,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Returning binge viewers,6683,8016,5026,40.87,0.264,0.3531,0.7021,592,0.0178,0.0043,77.7,95.8
2026-02-02,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,New trial households,5673,12525,8351,20.38,0.1785,0.1982,0.7809,613,0.013,0.0054,72.5,95.3
2026-02-02,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Sports event viewers,6073,14846,10104,33.72,0.2358,0.223,0.7004,578,0.0154,0.0039,76.3,94.8
2026-02-02,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Kids co-viewing households,5307,9279,5431,27.28,0.2208,0.2907,0.7441,681,0.0219,0.0051,72.3,95.4
2026-02-02,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Ad-supported explorers,6488,10285,5282,27.53,0.1919,0.1683,0.7035,594,0.0214,0.0037,72.5,95.8
2026-02-02,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Returning binge viewers,9105,17893,8814,34.48,0.2432,0.3646,0.7313,825,0.0165,0.004,74.2,96.6
2026-02-02,F004,Sports Live Hub,Live,Connected TV,Ad Supported,New trial households,8326,11742,6869,23.23,0.1873,0.219,0.7058,916,0.015,0.0022,70.2,94.7
2026-02-02,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Sports event viewers,14683,34085,16884,33.51,0.2317,0.2647,0.7799,704,0.0133,0.0039,75.5,96.5
2026-02-02,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Kids co-viewing households,10654,17759,10610,24.86,0.1938,0.2884,0.7642,919,0.0114,0.0038,71.4,94.6
2026-02-02,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Ad-supported explorers,8332,14148,8351,28.03,0.1835,0.1627,0.6881,723,0.0141,0.0033,72.8,94.6
2026-02-02,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Returning binge viewers,4865,7618,4059,39.42,0.2889,0.3233,0.6886,746,0.0159,0.0057,77.2,97.8
2026-02-02,F005,Kids Profile Gate,Profiles,Tablet,SVOD,New trial households,4069,5127,3158,18.81,0.1835,0.1912,0.7457,796,0.0139,0.0059,70.5,97.2
2026-02-02,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Sports event viewers,3736,6294,4455,33.08,0.2247,0.2273,0.7201,726,0.0122,0.0043,75.2,94.7
2026-02-02,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Kids co-viewing households,4781,6974,3253,32.86,0.2174,0.2808,0.7962,834,0.0133,0.0048,73.8,95.0
2026-02-02,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Ad-supported explorers,3712,7988,3652,27.98,0.1539,0.1933,0.7402,736,0.0184,0.0029,70.9,94.6
2026-02-02,F006,Offline Downloads,Playback,Mobile,SVOD,Returning binge viewers,6116,8722,5494,37.53,0.2391,0.3697,0.7885,680,0.0198,0.0063,75.2,95.7
2026-02-02,F006,Offline Downloads,Playback,Mobile,SVOD,New trial households,7517,9930,6812,19.71,0.1932,0.2016,0.7233,604,0.018,0.0052,71.8,94.7
2026-02-02,F006,Offline Downloads,Playback,Mobile,SVOD,Sports event viewers,6656,8104,5438,36.54,0.2262,0.23,0.7448,640,0.019,0.0051,75.2,97.3
2026-02-02,F006,Offline Downloads,Playback,Mobile,SVOD,Kids co-viewing households,5801,14207,6152,28.51,0.1962,0.2811,0.7943,574,0.0197,0.0067,73.3,95.0
2026-02-02,F006,Offline Downloads,Playback,Mobile,SVOD,Ad-supported explorers,5927,11461,5773,27.29,0.1371,0.1799,0.7451,596,0.017,0.0033,71.8,95.8
2026-02-02,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Returning binge viewers,7272,16706,7685,36.12,0.283,0.3714,0.7247,833,0.0148,0.0044,75.9,94.6
2026-02-02,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,New trial households,6847,9907,6084,21.29,0.169,0.1868,0.719,867,0.0097,0.0038,70.9,98.0
2026-02-02,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Sports event viewers,6989,10066,4365,32.2,0.2123,0.2574,0.7454,903,0.0086,0.0012,74.0,94.6
2026-02-02,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Kids co-viewing households,8314,14392,9790,25.95,0.1818,0.2828,0.8037,991,0.012,0.0021,70.5,96.9
2026-02-02,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Ad-supported explorers,7625,15825,8447,27.23,0.1555,0.168,0.7823,735,0.0083,0.0024,73.0,92.4
2026-02-02,F008,Search Intent Rewrite,Search,Web,SVOD,Returning binge viewers,4070,5627,3277,46.27,0.264,0.3202,0.7926,497,0.0074,0.0032,81.8,94.8
2026-02-02,F008,Search Intent Rewrite,Search,Web,SVOD,New trial households,3499,7639,4732,23.55,0.1758,0.2272,0.7924,590,0.0106,0.0058,73.7,97.5
2026-02-02,F008,Search Intent Rewrite,Search,Web,SVOD,Sports event viewers,3291,5465,3549,34.94,0.2186,0.2378,0.8073,680,0.0061,0.0028,77.1,96.2
2026-02-02,F008,Search Intent Rewrite,Search,Web,SVOD,Kids co-viewing households,3178,6555,3581,33.56,0.1887,0.2935,0.8372,673,0.0102,0.006,75.2,95.8
2026-02-02,F008,Search Intent Rewrite,Search,Web,SVOD,Ad-supported explorers,3711,6137,3254,29.63,0.1913,0.1814,0.861,670,0.0149,0.0031,73.6,95.6
2026-02-02,F009,Household Switcher,Profiles,Connected TV,SVOD,Returning binge viewers,5742,12259,7736,36.12,0.2836,0.3238,0.7219,762,0.008,0.002,78.0,95.4
2026-02-02,F009,Household Switcher,Profiles,Connected TV,SVOD,New trial households,6977,12291,5974,20.55,0.1875,0.209,0.7695,930,0.0143,0.0012,69.7,95.6
2026-02-02,F009,Household Switcher,Profiles,Connected TV,SVOD,Sports event viewers,6890,11765,5688,36.04,0.2481,0.2707,0.7874,804,0.0104,0.0037,76.2,96.8
2026-02-02,F009,Household Switcher,Profiles,Connected TV,SVOD,Kids co-viewing households,7457,8803,4666,26.91,0.2222,0.3335,0.7468,723,0.0156,0.0028,73.3,95.8
2026-02-02,F009,Household Switcher,Profiles,Connected TV,SVOD,Ad-supported explorers,6025,10388,5641,30.08,0.1732,0.1722,0.7643,862,0.0154,0.0039,71.4,96.8
2026-02-02,F010,Watch Party Invite,Social,Mobile,SVOD,Returning binge viewers,3534,6810,4311,38.48,0.2486,0.3358,0.7552,615,0.0131,0.0063,77.7,96.1
2026-02-02,F010,Watch Party Invite,Social,Mobile,SVOD,New trial households,3512,4917,2840,20.15,0.2104,0.2321,0.7693,745,0.0161,0.0056,71.5,98.1
2026-02-02,F010,Watch Party Invite,Social,Mobile,SVOD,Sports event viewers,3959,5820,3597,29.74,0.2228,0.2463,0.6855,681,0.0133,0.004,74.7,97.3
2026-02-02,F010,Watch Party Invite,Social,Mobile,SVOD,Kids co-viewing households,3719,8573,5579,31.38,0.2305,0.2812,0.8091,560,0.0183,0.0057,75.2,95.5
2026-02-02,F010,Watch Party Invite,Social,Mobile,SVOD,Ad-supported explorers,3733,5664,3501,30.71,0.1468,0.1735,0.7146,538,0.0163,0.0069,73.4,96.8
2026-02-02,F011,New Episode Reminder,Notifications,Mobile,SVOD,Returning binge viewers,4687,7160,4126,43.33,0.2627,0.3697,0.6857,611,0.0175,0.0049,78.0,96.3
2026-02-02,F011,New Episode Reminder,Notifications,Mobile,SVOD,New trial households,5355,11304,6766,24.09,0.2,0.2073,0.7181,710,0.0169,0.0053,72.0,97.0
2026-02-02,F011,New Episode Reminder,Notifications,Mobile,SVOD,Sports event viewers,4360,8254,5585,29.49,0.2166,0.2233,0.7772,661,0.0209,0.0047,73.0,97.0
2026-02-02,F011,New Episode Reminder,Notifications,Mobile,SVOD,Kids co-viewing households,4698,8698,4336,31.06,0.1834,0.2968,0.7158,648,0.018,0.0058,73.1,97.8
2026-02-02,F011,New Episode Reminder,Notifications,Mobile,SVOD,Ad-supported explorers,5000,6270,4301,29.39,0.1741,0.1987,0.7031,764,0.0196,0.004,71.2,95.9
2026-02-02,F012,FAST Channel Guide,Live,Web,Ad Supported,Returning binge viewers,5216,8578,4186,40.15,0.2511,0.3554,0.8073,560,0.0147,0.0034,78.2,95.9
2026-02-02,F012,FAST Channel Guide,Live,Web,Ad Supported,New trial households,5679,12128,6301,20.35,0.195,0.2146,0.7633,513,0.0107,0.0037,74.3,97.8
2026-02-02,F012,FAST Channel Guide,Live,Web,Ad Supported,Sports event viewers,10015,24271,13381,38.67,0.2006,0.2343,0.7722,508,0.0103,0.0023,77.9,96.2
2026-02-02,F012,FAST Channel Guide,Live,Web,Ad Supported,Kids co-viewing households,4862,9224,5820,24.73,0.1879,0.2948,0.7077,608,0.0144,0.0022,73.3,97.2
2026-02-02,F012,FAST Channel Guide,Live,Web,Ad Supported,Ad-supported explorers,5092,7559,4258,22.4,0.1514,0.1847,0.7645,702,0.0133,0.0022,71.2,97.1
2026-02-03,F001,Continue Watching Rail,Home,Connected TV,SVOD,Returning binge viewers,11625,24344,13699,37.43,0.2819,0.3212,0.7914,872,0.0106,0.0037,76.7,96.2
2026-02-03,F001,Continue Watching Rail,Home,Connected TV,SVOD,New trial households,10630,25176,11627,23.1,0.1934,0.2027,0.7243,861,0.0091,0.0028,72.1,94.5
2026-02-03,F001,Continue Watching Rail,Home,Connected TV,SVOD,Sports event viewers,11365,22429,12125,38.46,0.2443,0.2291,0.7444,877,0.0142,0.0024,75.0,95.0
2026-02-03,F001,Continue Watching Rail,Home,Connected TV,SVOD,Kids co-viewing households,10124,14223,6448,27.06,0.1981,0.3295,0.7321,797,0.0134,0.0032,72.5,95.7
2026-02-03,F001,Continue Watching Rail,Home,Connected TV,SVOD,Ad-supported explorers,10566,18959,8956,28.08,0.1402,0.194,0.7449,915,0.0179,0.0026,69.1,96.4
2026-02-03,F002,Personalized Top Picks,Home,Connected TV,SVOD,Returning binge viewers,9890,16123,7463,42.12,0.2428,0.3337,0.7176,909,0.0165,0.0014,74.9,95.1
2026-02-03,F002,Personalized Top Picks,Home,Connected TV,SVOD,New trial households,10756,14932,7569,26.27,0.1656,0.1876,0.788,835,0.0125,0.0032,71.4,95.6
2026-02-03,F002,Personalized Top Picks,Home,Connected TV,SVOD,Sports event viewers,11976,17487,12248,28.39,0.2029,0.2261,0.7274,757,0.0167,0.0017,72.5,95.4
2026-02-03,F002,Personalized Top Picks,Home,Connected TV,SVOD,Kids co-viewing households,10840,15002,7232,25.0,0.2032,0.2839,0.7577,877,0.0132,0.0012,71.6,97.5
2026-02-03,F002,Personalized Top Picks,Home,Connected TV,SVOD,Ad-supported explorers,12030,22592,14408,30.38,0.1654,0.1896,0.6901,937,0.0115,0.0022,71.4,96.4
2026-02-03,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Returning binge viewers,6103,8893,4008,34.96,0.2636,0.3676,0.8065,764,0.0147,0.0062,75.8,96.7
2026-02-03,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,New trial households,6114,7674,3792,23.49,0.1609,0.1825,0.7544,743,0.0171,0.0057,70.5,94.5
2026-02-03,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Sports event viewers,5769,13081,8956,30.4,0.2099,0.2477,0.7682,725,0.0163,0.0048,73.5,94.4
2026-02-03,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Kids co-viewing households,5341,9582,6698,28.07,0.1827,0.316,0.7004,672,0.0178,0.0059,72.4,97.2
2026-02-03,F003,Short Preview Autoplay,Discovery,Mobile,SVOD,Ad-supported explorers,5863,10792,6201,29.29,0.1718,0.1965,0.7663,710,0.0157,0.0046,72.5,96.5
2026-02-03,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Returning binge viewers,10742,20124,13073,38.06,0.2671,0.349,0.7534,933,0.0165,0.0041,74.6,94.8
2026-02-03,F004,Sports Live Hub,Live,Connected TV,Ad Supported,New trial households,8965,11122,7028,23.4,0.1855,0.2026,0.7638,834,0.014,0.0046,71.1,95.7
2026-02-03,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Sports event viewers,14006,22914,15939,29.78,0.218,0.2498,0.73,840,0.0122,0.0027,73.5,94.9
2026-02-03,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Kids co-viewing households,10265,14619,9298,24.85,0.1812,0.3109,0.7932,901,0.0112,0.0031,71.2,96.3
2026-02-03,F004,Sports Live Hub,Live,Connected TV,Ad Supported,Ad-supported explorers,8951,21206,13697,23.31,0.1801,0.1684,0.7907,941,0.0136,0.0046,70.1,96.4
2026-02-03,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Returning binge viewers,3702,7477,4129,34.38,0.2505,0.3242,0.7692,630,0.0192,0.0024,75.5,94.6
2026-02-03,F005,Kids Profile Gate,Profiles,Tablet,SVOD,New trial households,4115,6996,3577,24.04,0.1651,0.213,0.7003,661,0.0117,0.0054,72.6,96.4
2026-02-03,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Sports event viewers,4916,11588,6069,36.61,0.2156,0.2414,0.7914,764,0.0197,0.0038,73.6,96.3
2026-02-03,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Kids co-viewing households,4781,6945,4778,26.78,0.1799,0.2942,0.6948,646,0.0148,0.006,73.0,94.8
2026-02-03,F005,Kids Profile Gate,Profiles,Tablet,SVOD,Ad-supported explorers,4477,6250,3520,29.63,0.1919,0.1834,0.7103,792,0.0197,0.0047,71.5,97.7
2026-02-03,F006,Offline Downloads,Playback,Mobile,SVOD,Returning binge viewers,7108,11919,8150,37.6,0.2776,0.3353,0.6875,675,0.014,0.0054,77.6,97.3
2026-02-03,F006,Offline Downloads,Playback,Mobile,SVOD,New trial households,5666,13021,6929,20.46,0.1944,0.1808,0.7525,772,0.0127,0.0032,71.6,94.6
2026-02-03,F006,Offline Downloads,Playback,Mobile,SVOD,Sports event viewers,7223,15748,11204,31.71,0.2159,0.2453,0.6905,604,0.0179,0.0065,74.6,96.5
2026-02-03,F006,Offline Downloads,Playback,Mobile,SVOD,Kids co-viewing households,6036,7182,4491,28.99,0.2301,0.3153,0.7899,739,0.0153,0.0048,73.9,96.1
2026-02-03,F006,Offline Downloads,Playback,Mobile,SVOD,Ad-supported explorers,7111,8424,5237,27.38,0.1562,0.1802,0.6925,662,0.0124,0.0042,72.8,96.3
2026-02-03,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Returning binge viewers,7897,16543,11111,34.0,0.245,0.3573,0.7196,929,0.01,0.0011,74.7,94.9
2026-02-03,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,New trial households,8002,14094,8186,19.48,0.169,0.1939,0.7407,821,0.008,0.004,71.3,95.0
2026-02-03,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Sports event viewers,6695,15663,10845,28.88,0.2016,0.2706,0.786,729,0.0152,0.0047,73.2,95.7
2026-02-03,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Kids co-viewing households,7094,12024,6291,30.5,0.2242,0.2971,0.805,927,0.0176,0.0049,71.8,94.9
2026-02-03,F007,Ad Load Balancer,Ads,Connected TV,Ad Supported,Ad-supported explorers,6894,13661,7969,27.5,0.1759,0.1839,0.7246,989,0.0155,0.0031,69.9,92.5
2026-02-03,F008,Search Intent Rewrite,Search,Web,SVOD,Returning binge viewers,3768,6927,3706,43.82,0.2581,0.3731,0.8232,500,0.0149,0.0035,79.5,96.8
2026-02-03,F008,Search Intent Rewrite,Search,Web,SVOD,New trial households,3660,6020,2971,23.23,0.155,0.1874,0.8177,540,0.0127,0.0032,73.0,96.4
2026-02-03,F008,Search Intent Rewrite,Search,Web,SVOD,Sports event viewers,3245,7920,3660,31.36,0.2042,0.2498,0.7609,683,0.0122,0.0038,74.7,96.7
2026-02-03,F008,Search Intent Rewrite,Search,Web,SVOD,Kids co-viewing households,3156,4098,1987,25.07,0.2302,0.3272,0.8267,561,0.0104,0.0046,75.8,94.6
2026-02-03,F008,Search Intent Rewrite,Search,Web,SVOD,Ad-supported explorers,3853,6635,3265,26.91,0.1898,0.2073,0.8354,665,0.0086,0.0033,74.5,98.0
2026-02-03,F009,Household Switcher,Profiles,Connected TV,SVOD,Returning binge viewers,5849,13448,8733,34.5,0.2393,0.3564,0.7535,808,0.0148,0.004,74.6,95.6
2026-02-03,F009,Household Switcher,Profiles,Connected TV,SVOD,New trial households,6225,7992,5733,23.11,0.2029,0.2294,0.709,814,0.0103,0.0042,72.5,96.7
2026-02-03,F009,Household Switcher,Profiles,Connected TV,SVOD,Sports event viewers,7220,15066,6456,34.8,0.2284,0.2561,0.7105,743,0.0128,0.0036,75.4,95.2
2026-02-03,F009,Household Switcher,Profiles,Connected TV,SVOD,Kids co-viewing households,6076,7761,3323,31.81,0.1755,0.3043,0.7425,765,0.0177,0.0036,72.1,97.4
2026-02-03,F009,Household Switcher,Profiles,Connected TV,SVOD,Ad-supported explorers,6136,10966,4650,23.84,0.1804,0.2139,0.7715,975,0.0091,0.0032,70.9,97.1
2026-02-03,F010,Watch Party Invite,Social,Mobile,SVOD,Returning binge viewers,3342,6778,3204,44.02,0.2682,0.3273,0.7681,757,0.0214,0.0033,76.1,97.0
